id,target,dilution,Ct_Mean,delta_Ct
SCr-515,trout,1:1,34.68388748,-3.308490749999997
SCr-515,trout,1:5,37.99237823,
SCr-516,coho,1:1,36.77348328,-0.3769187899999977
SCr-516,coho,1:5,37.15040207,
SCr-516,trout,1:1,33.47802734,-1.748760230000002
SCr-516,trout,1:5,35.22678757,
SCr-517,coho,1:1,38.0405426,1.2565269400000005
SCr-517,coho,1:5,36.78401566,
SCr-517,trout,1:1,34.66389847,-1.7413978599999993
SCr-517,trout,1:5,36.40529633,
SCr-518,coho,1:1,38.14967346,0.6096496600000094
SCr-518,coho,1:5,37.54002379999999,
SCr-518,trout,1:1,33.79960632,-3.2573051500000005
SCr-518,trout,1:5,37.05691147,
SCr-519,coho,1:1,38.07692719,-0.7305259700000022
SCr-519,coho,1:5,38.80745316,
SCr-519,trout,1:1,34.89047241,-2.531745909999998
SCr-519,trout,1:5,37.42221832,
SCr-52,coho,1:1,37.05620575,-1.0325889600000053
SCr-52,coho,1:5,38.08879471,
SCr-52,trout,1:1,33.64602661,-2.3196830799999972
SCr-52,trout,1:5,35.96570969,
SCr-520,coho,1:1,35.7076416,-1.2929191599999967
SCr-520,coho,1:5,37.00056076,
SCr-520,trout,1:1,33.24728775,-1.9544029199999997
SCr-520,trout,1:5,35.20169067,
SCr-521,coho,1:1,37.8788414,1.0861854599999958
SCr-521,coho,1:5,36.79265594,
SCr-521,trout,1:1,34.17869568,-0.7175674400000034
SCr-521,trout,1:5,34.89626312,
SCr-522,coho,1:1,36.7558403,-0.2931556699999973
SCr-522,coho,1:5,37.04899597,
SCr-522,trout,1:1,31.4597683,-2.403203959999999
SCr-522,trout,1:5,33.86297226,
SCr-523,coho,1:1,35.97308731,-2.5889053400000037
SCr-523,coho,1:5,38.56199265,
SCr-523,trout,1:1,34.24713135,-1.4720039300000067
SCr-523,trout,1:5,35.71913528,
SCr-524,coho,1:1,35.53298569,-2.9177246100000005
SCr-524,coho,1:5,38.4507103,
SCr-524,trout,1:1,32.51281357,-2.0078315700000005
SCr-524,trout,1:5,34.52064514,
SCr-525,coho,1:1,,
SCr-525,coho,1:5,36.95994186,
SCr-525,trout,1:1,34.56019592,0.024135590000000207
SCr-525,trout,1:5,34.53606033,
SCr-526,coho,1:1,34.26262283,-2.660034180000004
SCr-526,coho,1:5,36.92265701,
SCr-526,trout,1:1,32.5125618,-2.6963882399999974
SCr-526,trout,1:5,35.20895004,
SCr-527,coho,1:1,37.87360763549805,-0.19266128540039062
SCr-527,coho,1:5,38.06626892089844,
SCr-527,trout,1:1,33.89315414428711,-1.6646614074707031
SCr-527,trout,1:5,35.55781555175781,
SCr-528,coho,1:1,33.36271667,-1.987705240000004
SCr-528,coho,1:5,35.35042191,
SCr-528,trout,1:1,30.42344666,-1.9174346899999968
SCr-528,trout,1:5,32.34088135,
SCr-529,coho,1:1,34.01742935,-1.9706344599999994
SCr-529,coho,1:5,35.98806381,
SCr-529,trout,1:1,32.62531281,-2.0705146700000014
SCr-529,trout,1:5,34.69582748,
SCr-53,coho,1:1,38.36753082,-0.3880844099999976
SCr-53,coho,1:5,38.75561523,
SCr-53,trout,1:1,33.89327621,-3.00762177
SCr-53,trout,1:5,36.90089798,
SCr-530,coho,1:1,34.14903259,-0.7439193800000012
SCr-530,coho,1:5,34.89295197,
SCr-530,trout,1:1,32.25695419,-2.5491523799999953
SCr-530,trout,1:5,34.80610657,
SCr-531,coho,1:1,,
SCr-531,coho,1:5,36.594635009765625,
SCr-531,trout,1:1,36.13655090332031,2.6827125549316406
SCr-531,trout,1:5,33.45383834838867,
SCr-532,coho,1:1,,
SCr-532,coho,1:5,36.51159286499024,
SCr-532,trout,1:1,33.563796997070305,-1.5652923583984446
SCr-532,trout,1:5,35.12908935546875,
SCr-533,coho,1:1,,
SCr-533,trout,1:1,33.05999374,
SCr-534,coho,1:1,36.80767441,-1.302028650000004
SCr-534,coho,1:5,38.10970306,
SCr-534,trout,1:1,33.94456482,-3.6460533100000063
SCr-534,trout,1:5,37.59061813,
SCr-535,coho,1:1,33.48070908,-1.7364425600000004
SCr-535,coho,1:5,35.21715164,
SCr-535,trout,1:1,31.91072083,-2.2119865400000016
SCr-535,trout,1:5,34.12270737,
SCr-536,coho,1:1,,
SCr-536,coho,1:5,36.07926940917969,
SCr-536,trout,1:1,32.809276580810554,-0.7266044616699148
SCr-536,trout,1:5,33.53588104248047,
SCr-537,coho,1:1,36.13957977,-1.7183799800000017
SCr-537,coho,1:5,37.85795975,
SCr-537,trout,1:1,32.10720444,-1.7106628400000048
SCr-537,trout,1:5,33.81786728,
SCr-538,coho,1:1,33.89181137,-1.0484313999999983
SCr-538,coho,1:5,34.94024277,
SCr-538,trout,1:1,32.26452637,-1.5631866399999979
SCr-538,trout,1:5,33.82771301,
SCr-539,coho,1:1,34.80662537,-1.7667808500000035
SCr-539,coho,1:5,36.57340622,
SCr-539,trout,1:1,32.17008591,-1.9940795900000055
SCr-539,trout,1:5,34.1641655,
SCr-54,coho,1:1,,
SCr-54,coho,1:5,,
SCr-54,trout,1:1,38.35220336914063,2.3978538513183665
SCr-54,trout,1:5,35.954349517822266,
SCr-540,coho,1:1,33.507827758789055,
SCr-540,trout,1:1,31.1075496673584,
SCr-541,coho,1:1,34.154983520507805,-1.1444892883300852
SCr-541,coho,1:5,35.29947280883789,
SCr-541,trout,1:1,32.14599609375,-1.693592071533196
SCr-541,trout,1:5,33.839588165283196,
SCr-542,coho,1:1,,
SCr-542,coho,1:5,37.10703659,
SCr-542,trout,1:1,31.61146736,-1.9593601199999995
SCr-542,trout,1:5,33.57082748,
SCr-543,coho,1:1,34.2579422,-2.5799064599999966
SCr-543,coho,1:5,36.83784866,
SCr-543,trout,1:1,32.13907242,-2.0291099499999987
SCr-543,trout,1:5,34.16818237,
SCr-544,coho,1:1,32.81097794,-2.4280815099999984
SCr-544,coho,1:5,35.23905945,
SCr-544,trout,1:1,30.76766396,-2.3893909399999984
SCr-544,trout,1:5,33.1570549,
SCr-545,coho,1:1,39.39703751,2.1279602099999977
SCr-545,coho,1:5,37.2690773,
SCr-545,trout,1:1,35.06621933,-0.20518111999999888
SCr-545,trout,1:5,35.27140045,
SCr-546,coho,1:1,35.16657639,-2.5690040499999967
SCr-546,coho,1:5,37.73558044,
SCr-546,trout,1:1,32.79045486,-1.928550720000004
SCr-546,trout,1:5,34.71900558,
SCr-547,coho,1:1,33.286155699999995,-1.7223548900000054
SCr-547,coho,1:5,35.00851059,
SCr-547,trout,1:1,31.21853065,-2.0699901599999997
SCr-547,trout,1:5,33.28852081,
SCr-548,coho,1:1,33.09999084,-2.330558780000004
SCr-548,coho,1:5,35.43054962,
SCr-548,trout,1:1,30.63216591,-2.4066524499999993
SCr-548,trout,1:5,33.03881836,
SCr-549,coho,1:1,38.49317169,-0.25479889000000355
SCr-549,coho,1:5,38.74797058,
SCr-549,trout,1:1,35.45805359,-2.793544770000004
SCr-549,trout,1:5,38.25159836,
SCr-55,coho,1:1,,
SCr-55,coho,1:5,38.61651611328125,
SCr-55,trout,1:1,,
SCr-55,trout,1:5,35.023849487304695,
SCr-550,coho,1:1,37.07811356,-1.1928901600000046
SCr-550,coho,1:5,38.27100372,
SCr-550,trout,1:1,34.82840347,-2.406707770000004
SCr-550,trout,1:5,37.23511124,
SCr-551,coho,1:1,33.20362854,-2.313323970000006
SCr-551,coho,1:5,35.51695251,
SCr-551,trout,1:1,31.1317997,-1.9308109300000034
SCr-551,trout,1:5,33.06261063,
SCr-552,coho,1:1,,
SCr-552,coho,1:5,35.56762695,
SCr-552,trout,1:1,32.70966721,-1.1223220800000036
SCr-552,trout,1:5,33.83198929,
SCr-553,coho,1:1,33.44651413,-1.4411773699999983
SCr-553,coho,1:5,34.887691499999995,
SCr-553,trout,1:1,31.39945984,-1.091236110000004
SCr-553,trout,1:5,32.49069595,
SCr-554,coho,1:1,34.75523758,-1.8291931099999985
SCr-554,coho,1:5,36.58443069,
SCr-554,trout,1:1,32.64145279,-2.294368739999996
SCr-554,trout,1:5,34.93582153,
SCr-555,coho,1:1,35.59618759,-0.46286392000000376
SCr-555,coho,1:5,36.05905151,
SCr-555,trout,1:1,32.52135849,-1.8991355900000002
SCr-555,trout,1:5,34.42049408,
SCr-556,coho,1:1,38.097229,2.3882102899999964
SCr-556,coho,1:5,35.70901871,
SCr-556,trout,1:1,32.63121033,-1.3681754999999995
SCr-556,trout,1:5,33.99938583,
SCr-557,coho,1:1,33.13137436,-2.8522643999999957
SCr-557,coho,1:5,35.98363876,
SCr-557,trout,1:1,31.39641762,-2.644800179999997
SCr-557,trout,1:5,34.0412178,
SCr-558,coho,1:1,37.20811081,-0.31420897999999653
SCr-558,coho,1:5,37.52231979,
SCr-558,trout,1:1,33.77789688,-2.2223548899999983
SCr-558,trout,1:5,36.00025177,
SCr-559,coho,1:1,37.27592468,-0.7929496799999995
SCr-559,coho,1:5,38.06887436,
SCr-559,trout,1:1,34.59880447,-2.3485641500000014
SCr-559,trout,1:5,36.94736862,
SCr-56,coho,1:1,35.8710289,-1.9639587400000025
SCr-56,coho,1:5,37.83498764,
SCr-56,trout,1:1,32.95068359,-2.6995887800000062
SCr-56,trout,1:5,35.65027237,
SCr-560,coho,1:1,38.14133835,-0.11378859999999946
SCr-560,coho,1:5,38.25512695,
SCr-560,trout,1:1,35.34422684,-1.8357429500000038
SCr-560,trout,1:5,37.17996979,
SCr-561,coho,1:1,36.80287552,-0.18657684000000074
SCr-561,coho,1:5,36.98945236,
SCr-561,trout,1:1,31.58752441,-1.8369560300000032
SCr-561,trout,1:5,33.42448044,
SCr-562,coho,1:1,35.72881699,-0.8561248700000021
SCr-562,coho,1:5,36.58494186,
SCr-562,trout,1:1,33.0190239,-2.4738693199999986
SCr-562,trout,1:5,35.49289322,
SCr-563,coho,1:1,36.58771515,-1.9513969400000022
SCr-563,coho,1:5,38.53911209,
SCr-563,trout,1:1,35.64407349,-1.1397972100000118
SCr-563,trout,1:5,36.78387070000001,
SCr-564,coho,1:1,36.86802292,-1.7610473599999992
SCr-564,coho,1:5,38.62907028,
SCr-564,trout,1:1,34.21546555,-2.027351379999999
SCr-564,trout,1:5,36.24281693,
SCr-565,coho,1:1,,
SCr-565,coho,1:5,38.80995178,
SCr-565,trout,1:1,34.36988449,-2.42168427
SCr-565,trout,1:5,36.79156876,
SCr-566,coho,1:1,34.17730331,-2.7153778099999997
SCr-566,coho,1:5,36.89268112,
SCr-566,trout,1:1,32.41169357,-2.892810820000001
SCr-566,trout,1:5,35.30450439,
SCr-567,coho,1:1,39.92833328,3.995086669999999
SCr-567,coho,1:5,35.93324661,
SCr-567,trout,1:1,31.47766113,-1.6920127899999997
SCr-567,trout,1:5,33.16967392,
SCr-568,coho,1:1,35.1833725,-1.7610435500000037
SCr-568,coho,1:5,36.94441605,
SCr-568,trout,1:1,33.23498535,-2.2915229799999963
SCr-568,trout,1:5,35.52650833,
SCr-569,coho,1:1,38.48860931,0.32729720999999756
SCr-569,coho,1:5,38.1613121,
SCr-569,trout,1:1,30.53528595,-1.981929779999998
SCr-569,trout,1:5,32.51721573,
SCr-57,coho,1:1,36.19079208,-1.145259859999996
SCr-57,coho,1:5,37.33605194,
SCr-57,trout,1:1,32.50033951,-2.305599209999997
SCr-57,trout,1:5,34.80593872,
SCr-570,coho,1:1,,
SCr-570,coho,1:5,39.36759949,
SCr-570,trout,1:1,33.49440384,-1.8887290900000053
SCr-570,trout,1:5,35.38313293,
SCr-571,coho,1:1,,
SCr-571,coho,1:5,,
SCr-571,trout,1:1,,
SCr-571,trout,1:5,37.72756195,
SCr-572,coho,1:1,38.63036728,0.2077636699999985
SCr-572,coho,1:5,38.42260361,
SCr-572,trout,1:1,35.54362106,-1.8025360099999972
SCr-572,trout,1:5,37.34615707,
SCr-573,coho,1:1,37.18873215,-0.6423416100000026
SCr-573,coho,1:5,37.83107376,
SCr-573,trout,1:1,35.69894028,-0.9915618899999998
SCr-573,trout,1:5,36.69050217,
SCr-574,coho,1:1,,
SCr-574,coho,1:5,36.77541733,
SCr-574,trout,1:1,32.68842697,-2.644500729999997
SCr-574,trout,1:5,35.3329277,
SCr-575,coho,1:1,,
SCr-575,coho,1:5,,
SCr-575,trout,1:1,37.46744156,1.3921661400000005
SCr-575,trout,1:5,36.07527542,
SCr-576,coho,1:1,35.16315842,-3.223705289999998
SCr-576,coho,1:5,38.38686371,
SCr-576,trout,1:1,33.606884,-1.0324058599999972
SCr-576,trout,1:5,34.63928986,
SCr-577,coho,1:1,38.33795547,-0.059314730000011195
SCr-577,coho,1:5,38.39727020000001,
SCr-577,trout,1:1,35.78477097,-2.2435035700000014
SCr-577,trout,1:5,38.02827454,
SCr-578,coho,1:1,32.645503999999995,-2.0569152800000055
SCr-578,coho,1:5,34.70241928,
SCr-578,trout,1:1,32.80001068,-2.7714271600000018
SCr-578,trout,1:5,35.57143784,
SCr-579,coho,1:1,,
SCr-579,coho,1:5,,
SCr-579,trout,1:1,,
SCr-579,trout,1:5,37.31125641,
SCr-58,coho,1:1,38.32914352416992,0.012355804443359375
SCr-58,coho,1:5,38.31678771972656,
SCr-58,trout,1:1,32.94938278198242,-0.8894882202148438
SCr-58,trout,1:5,33.838871002197266,
SCr-580,coho,1:1,34.73291016,-3.5532340999999974
SCr-580,coho,1:5,38.28614426,
SCr-580,trout,1:1,31.56608009,-1.4194583900000026
SCr-580,trout,1:5,32.98553848,
SCr-581,coho,1:1,37.66252518,-0.39972685999999413
SCr-581,coho,1:5,38.06225204,
SCr-581,trout,1:1,32.30218124,-2.159645079999997
SCr-581,trout,1:5,34.46182632,
SCr-582,coho,1:1,33.74115372,-1.7233543400000002
SCr-582,coho,1:5,35.46450806,
SCr-582,trout,1:1,31.76927757,-1.9668521899999973
SCr-582,trout,1:5,33.73612976,
SCr-583,coho,1:1,36.65989685,-0.509277339999997
SCr-583,coho,1:5,37.16917419,
SCr-583,trout,1:1,33.47924423,-2.0148048400000036
SCr-583,trout,1:5,35.49404907,
SCr-584,coho,1:1,38.77233505,0.8365783700000051
SCr-584,coho,1:5,37.93575668,
SCr-584,trout,1:1,33.27084732,1.0593338000000045
SCr-584,trout,1:5,32.21151352,
SCr-585,coho,1:1,34.17829895,-1.986392979999998
SCr-585,coho,1:5,36.16469193,
SCr-585,trout,1:1,30.98703194,-2.4134159099999977
SCr-585,trout,1:5,33.40044785,
SCr-586,coho,1:1,36.66213226,-0.4229049699999976
SCr-586,coho,1:5,37.08503723,
SCr-586,trout,1:1,32.82180023,-2.7653312699999972
SCr-586,trout,1:5,35.5871315,
SCr-587,coho,1:1,33.51793289,-2.520004270000001
SCr-587,coho,1:5,36.03793716,
SCr-587,trout,1:1,29.6875,-2.1298446700000007
SCr-587,trout,1:5,31.81734467,
SCr-588,coho,1:1,37.95602417,
SCr-588,coho,1:5,,
SCr-588,trout,1:1,35.75904465,-0.43682479999999657
SCr-588,trout,1:5,36.19586945,
SCr-589,coho,1:1,,
SCr-589,coho,1:5,,
SCr-589,trout,1:1,36.6543808,
SCr-589,trout,1:5,,
SCr-59,coho,1:1,37.63659286,
SCr-59,coho,1:5,,
SCr-59,trout,1:1,34.81459045,-1.7408332900000048
SCr-59,trout,1:5,36.55542374,
SCr-590,coho,1:1,37.58756638,-0.8468246400000012
SCr-590,coho,1:5,38.43439102,
SCr-590,trout,1:1,37.30647278,
SCr-590,trout,1:5,,
SCr-591,coho,1:1,,
SCr-591,coho,1:5,,
SCr-591,trout,1:1,,
SCr-591,trout,1:5,,
SCr-592,coho,1:1,,
SCr-592,coho,1:5,,
SCr-592,trout,1:1,,
SCr-592,trout,1:5,,
SCr-593,coho,1:1,,
SCr-593,coho,1:5,,
SCr-593,trout,1:1,,
SCr-593,trout,1:5,,
SCr-594,coho,1:1,35.86632919,-2.4069519099999965
SCr-594,coho,1:5,38.2732811,
SCr-594,trout,1:1,34.49058151,-2.1184158300000036
SCr-594,trout,1:5,36.60899734,
SCr-595,coho,1:1,,
SCr-595,coho,1:5,,
SCr-595,trout,1:1,,
SCr-595,trout,1:5,,
SCr-596,coho,1:1,,
SCr-596,coho,1:5,,
SCr-596,trout,1:1,,
SCr-596,trout,1:5,,
SCr-597,coho,1:1,34.23334885,-1.7757797200000027
SCr-597,coho,1:5,36.00912857,
SCr-597,trout,1:1,32.73048019,-1.6529579199999986
SCr-597,trout,1:5,34.38343811,
SCr-598,coho,1:1,34.56001663,-1.5759544399999967
SCr-598,coho,1:5,36.13597107,
SCr-598,trout,1:1,32.85644531,-2.8083496100000005
SCr-598,trout,1:5,35.66479492,
SCr-599,coho,1:1,32.88895798,-3.6126022300000002
SCr-599,coho,1:5,36.50156021,
SCr-599,trout,1:1,30.03167725,-2.5605010899999954
SCr-599,trout,1:5,32.59217834,
SCr-6,coho,1:1,,
SCr-6,coho,1:5,,
SCr-6,trout,1:1,36.45521927,
SCr-6,trout,1:5,,
SCr-60,coho,1:1,35.5285758972168,-1.8059272766113352
SCr-60,coho,1:5,37.33450317382813,
SCr-60,trout,1:1,32.07339096069336,-2.1817779541015625
SCr-60,trout,1:5,34.25516891479492,
SCr-600,coho,1:1,35.01799393,-2.7875442499999963
SCr-600,coho,1:5,37.80553818,
SCr-600,trout,1:1,31.63285255,-2.349512100000002
SCr-600,trout,1:5,33.98236465,
SCr-61,coho,1:1,36.31342697,-1.4571304299999994
SCr-61,coho,1:5,37.7705574,
SCr-61,trout,1:1,32.9770813,-2.5286941499999998
SCr-61,trout,1:5,35.50577545,
SCr-62,coho,1:1,36.54456711,-1.0031738299999944
SCr-62,coho,1:5,37.54774094,
SCr-62,trout,1:1,32.66695786,-2.1959724399999985
SCr-62,trout,1:5,34.862930299999995,
SCr-63,coho,1:1,,
SCr-63,coho,1:5,38.36663437,
SCr-63,trout,1:1,,
SCr-63,trout,1:5,34.79754639,
SCr-64,coho,1:1,37.01953506469727,-0.9195480346679545
SCr-64,coho,1:5,37.93908309936523,
SCr-64,trout,1:1,33.21769332885742,-1.1474189758300781
SCr-64,trout,1:5,34.3651123046875,
SCr-65,coho,1:1,35.58643723,-1.892993920000002
SCr-65,coho,1:5,37.47943115,
SCr-65,trout,1:1,33.59000015,-2.4120750499999986
SCr-65,trout,1:5,36.0020752,
SCr-66,coho,1:1,38.13046265,
SCr-66,coho,1:5,,
SCr-66,trout,1:1,32.75571823,-2.7106056200000026
SCr-66,trout,1:5,35.46632385,
SCr-67,coho,1:1,,
SCr-67,coho,1:5,38.862449645996094,
SCr-67,trout,1:1,34.48388671875,0.9662055969238281
SCr-67,trout,1:5,33.51768112182617,
SCr-68,coho,1:1,35.4789238,-4.028587340000001
SCr-68,coho,1:5,39.50751114,
SCr-68,trout,1:1,29.9335804,-2.249921799999999
SCr-68,trout,1:5,32.1835022,
SCr-69,coho,1:1,36.16910171508789,-2.245128631591797
SCr-69,coho,1:5,38.41423034667969,
SCr-69,trout,1:1,32.30410385131836,-2.3327865600585866
SCr-69,trout,1:5,34.636890411376946,
SCr-7,coho,1:1,39.16242218,
SCr-7,coho,1:5,,
SCr-7,trout,1:1,37.29151535,
SCr-7,trout,1:5,,
SCr-70,coho,1:1,35.68644714355469,-1.9686126708984446
SCr-70,coho,1:5,37.65505981445313,
SCr-70,trout,1:1,32.741405487060554,-2.2767181396484304
SCr-70,trout,1:5,35.018123626708984,
SCr-71,coho,1:1,39.9767189,2.0979385400000012
SCr-71,coho,1:5,37.87878036,
SCr-71,trout,1:1,34.02590179,-0.046165469999998265
SCr-71,trout,1:5,34.07206726,
SCr-72,coho,1:1,36.030460357666016,-2.3530006408691406
SCr-72,coho,1:5,38.383460998535156,
SCr-72,trout,1:1,31.827377319335934,-2.16164779663087
SCr-72,trout,1:5,33.989025115966804,
SCr-725,coho,1:1,,
SCr-725,coho,1:5,,
SCr-726,coho,1:1,,
SCr-726,coho,1:5,,
SCr-726,trout,1:1,,
SCr-726,trout,1:5,,
SCr-727,coho,1:1,,
SCr-727,coho,1:5,,
SCr-727,trout,1:1,,
SCr-727,trout,1:5,,
SCr-728,coho,1:1,38.7537956237793,2.1844024658203196
SCr-728,coho,1:5,36.56939315795898,
SCr-729,coho,1:1,32.549755096435554,-1.641456604003892
SCr-729,coho,1:5,34.191211700439446,
SCr-729,trout,1:1,30.89117431640625,-1.627593994140625
SCr-729,trout,1:5,32.518768310546875,
SCr-73,coho,1:1,,
SCr-73,coho,1:5,35.86614227294922,
SCr-73,trout,1:1,34.52475357055664,2.3035659790039134
SCr-73,trout,1:5,32.22118759155273,
SCr-730,coho,1:1,34.41012954711914,-2.2661094665527415
SCr-730,coho,1:5,36.67623901367188,
SCr-730,trout,1:1,31.649763107299805,-2.1301631927490234
SCr-730,trout,1:5,33.77992630004883,
SCr-731,coho,1:1,32.378982543945305,-2.7921028137207102
SCr-731,coho,1:5,35.171085357666016,
SCr-732,coho,1:1,33.48656845092773,-0.9833564758300781
SCr-732,coho,1:5,34.469924926757805,
SCr-732,trout,1:1,31.69281578063965,-1.3024120330810476
SCr-732,trout,1:5,32.995227813720696,
SCr-733,coho,1:1,33.978759765625,-1.148754119873054
SCr-733,coho,1:5,35.127513885498054,
SCr-733,trout,1:1,30.821741104125977,-2.335580825805664
SCr-733,trout,1:5,33.15732192993164,
SCr-734,coho,1:1,33.369190216064446,-1.213714599609382
SCr-734,coho,1:5,34.58290481567383,
SCr-735,coho,1:1,33.228668212890625,-0.8680267333984304
SCr-735,coho,1:5,34.096694946289055,
SCr-735,trout,1:1,30.72910499572754,-1.2682609558105504
SCr-735,trout,1:5,31.99736595153809,
SCr-736,coho,1:1,32.65356063842773,-2.248107910156257
SCr-736,coho,1:5,34.901668548583984,
SCr-736,trout,1:1,30.470420837402344,-2.0982398986816406
SCr-736,trout,1:5,32.568660736083984,
SCr-737,coho,1:1,33.033203125,-2.063343048095696
SCr-737,coho,1:5,35.096546173095696,
SCr-738,coho,1:1,31.51198387145996,1.4760570526123047
SCr-738,coho,1:5,30.035926818847656,
SCr-738,trout,1:1,30.33273506164551,-0.9461345672607386
SCr-738,trout,1:5,31.27886962890625,
SCr-739,coho,1:1,,
SCr-739,coho,1:5,39.2033805847168,
SCr-739,trout,1:1,,
SCr-739,trout,1:5,,
SCr-74,coho,1:1,35.02842331,-2.5886764500000012
SCr-74,coho,1:5,37.61709976,
SCr-74,trout,1:1,31.76187134,-2.0541877699999986
SCr-74,trout,1:5,33.81605911,
SCr-740,coho,1:1,,
SCr-740,coho,1:5,,
SCr-741,coho,1:1,,
SCr-741,coho,1:5,36.00748062133789,
SCr-741,trout,1:1,31.49660682678223,-0.5088062286376918
SCr-741,trout,1:5,32.00541305541992,
SCr-742,coho,1:1,,
SCr-742,coho,1:5,,
SCr-742,trout,1:1,,
SCr-742,trout,1:5,,
SCr-743,coho,1:1,33.524642944335945,-2.0940666198730398
SCr-743,coho,1:5,35.618709564208984,
SCr-744,coho,1:1,36.77010726928711,1.9019393920898438
SCr-744,coho,1:5,34.868167877197266,
SCr-744,trout,1:1,31.79860496520996,-1.0433712005615234
SCr-744,trout,1:5,32.841976165771484,
SCr-745,coho,1:1,35.02762222290039,-0.8521652221679688
SCr-745,coho,1:5,35.87978744506836,
SCr-745,trout,1:1,31.642053604125977,-1.5478458404541016
SCr-745,trout,1:5,33.18989944458008,
SCr-746,coho,1:1,,
SCr-746,coho,1:5,38.43000411987305,
SCr-747,coho,1:1,,
SCr-747,coho,1:5,37.36950302124024,
SCr-747,trout,1:1,32.14480209350586,-0.8347396850585866
SCr-747,trout,1:5,32.979541778564446,
SCr-748,coho,1:1,,
SCr-748,coho,1:5,,
SCr-748,trout,1:1,,
SCr-748,trout,1:5,,
SCr-749,coho,1:1,,
SCr-749,coho,1:5,36.6031379699707,
SCr-75,coho,1:1,39.1537323,1.406265260000005
SCr-75,coho,1:5,37.74746704,
SCr-75,trout,1:1,33.53863525,-0.7649345399999987
SCr-75,trout,1:5,34.30356979,
SCr-750,coho,1:1,38.061614990234375,3.015666961669929
SCr-750,coho,1:5,35.045948028564446,
SCr-751,coho,1:1,34.37987518310547,1.5750045776367188
SCr-751,coho,1:5,32.80487060546875,
SCr-751,trout,1:1,28.311613082885746,-1.0651893615722656
SCr-751,trout,1:5,29.37680244445801,
SCr-752,coho,1:1,39.06818771362305,4.137023925781243
SCr-752,coho,1:5,34.931163787841804,
SCr-752,trout,1:1,31.357179641723636,-0.9197483062744176
SCr-752,trout,1:5,32.276927947998054,
SCr-753,coho,1:1,37.28695297241211,3.4940567016601634
SCr-753,coho,1:5,33.792896270751946,
SCr-753,trout,1:1,31.09465026855469,-0.7706069946289027
SCr-753,trout,1:5,31.865257263183594,
SCr-754,coho,1:1,31.25084686279297,-2.2603187561035156
SCr-754,coho,1:5,33.511165618896484,
SCr-754,trout,1:1,30.273696899414066,-2.0923461914062393
SCr-754,trout,1:5,32.366043090820305,
SCr-755,coho,1:1,38.25889205932617,4.170989990234368
SCr-755,coho,1:5,34.087902069091804,
SCr-755,trout,1:1,31.055389404296875,-0.5437259674072266
SCr-755,trout,1:5,31.5991153717041,
SCr-756,coho,1:1,33.444717407226555,-1.582317352294929
SCr-756,coho,1:5,35.027034759521484,
SCr-756,trout,1:1,30.663576126098636,-2.0015583038330043
SCr-756,trout,1:5,32.66513442993164,
SCr-757,coho,1:1,32.655136108398445,-0.8655242919921804
SCr-757,coho,1:5,33.520660400390625,
SCr-757,trout,1:1,30.686338424682614,-2.1180019378662145
SCr-757,trout,1:5,32.80434036254883,
SCr-758,coho,1:1,32.51747894287109,-1.7995529174804688
SCr-758,coho,1:5,34.317031860351555,
SCr-758,trout,1:1,30.07511329650879,-2.292604446411133
SCr-758,trout,1:5,32.36771774291992,
SCr-759,coho,1:1,36.81683349609375,1.4370384216308594
SCr-759,coho,1:5,35.37979507446289,
SCr-759,trout,1:1,31.08750343322754,-0.9271411895751882
SCr-759,trout,1:5,32.01464462280273,
SCr-76,coho,1:1,39.83791732788086,
SCr-76,trout,1:1,32.46574020385742,
SCr-760,coho,1:1,31.48471069335937,-2.2165336608886825
SCr-760,coho,1:5,33.701244354248054,
SCr-760,trout,1:1,30.33132362365723,-2.3220233917236293
SCr-760,trout,1:5,32.65334701538086,
SCr-761,coho,1:1,38.62952041625977,4.006317138671882
SCr-761,coho,1:5,34.62320327758789,
SCr-761,trout,1:1,31.82841491699219,-0.48725891113280895
SCr-761,trout,1:5,32.315673828125,
SCr-762,coho,1:1,33.88714599609375,-1.6612892150878906
SCr-762,coho,1:5,35.54843521118164,
SCr-762,trout,1:1,30.52946472167969,-1.855556488037113
SCr-762,trout,1:5,32.385021209716804,
SCr-763,coho,1:1,32.833606719970696,-2.381347656250007
SCr-763,coho,1:5,35.2149543762207,
SCr-763,trout,1:1,30.6878604888916,-2.291902542114258
SCr-763,trout,1:5,32.97976303100586,
SCr-764,coho,1:1,39.28380966186523,4.182823181152337
SCr-764,coho,1:5,35.10098648071289,
SCr-764,trout,1:1,31.64248085021973,-0.9144306182861293
SCr-764,trout,1:5,32.55691146850586,
SCr-765,coho,1:1,,
SCr-765,coho,1:5,,
SCr-765,trout,1:1,31.53293609619141,0.36165618896485086
SCr-765,trout,1:5,31.17127990722656,
SCr-766,coho,1:1,,
SCr-766,coho,1:5,35.8382682800293,
SCr-766,trout,1:1,33.04441452026367,0.12526702880859375
SCr-766,trout,1:5,32.91914749145508,
SCr-767,coho,1:1,35.59138870239258,-0.3378639221191406
SCr-767,coho,1:5,35.92925262451172,
SCr-767,trout,1:1,32.121349334716804,-1.8284454345703054
SCr-767,trout,1:5,33.94979476928711,
SCr-768,coho,1:1,,
SCr-768,coho,1:5,38.79299926757813,
SCr-768,trout,1:1,33.86807632446289,-0.9411163330078054
SCr-768,trout,1:5,34.809192657470696,
