id,target,dilution,conc,conc_sd,detected,BLOD,BLOQ,n_replicates,n_amplified,n_BLOD,n_BLOQ,Ct_Mean,Ct_sd,delta_Ct,inhibition,source_file,sample_type,sample_mid,sample_wake,sample_start,sample_end,sample_duration,vol_target,vol_actual,vol_diff,lab_field,ESP,log_file,sample_rate,date,hour,morn_midday_eve,deployment
SCr-EB06,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201123_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB06,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB06,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB-102020,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Kevan_P1_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB-102020,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Kevan_P1_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB-102020,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
EB3520B,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB15,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
EB3520B,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
EB3520B,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
EB3520B,coho,1:1,0.0,0.0,1,1,1,3,1,3,3,39.37060546875,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
EB3520A,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
EB3520A,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
EB3520A,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB1,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB1,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB-102020,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB1,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB11,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB1,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB11,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB11,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB11,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB12,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB12,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB102,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB102,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB102,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Okistuch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB102,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Okistuch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB101,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB101,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB101,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Okistuch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB101,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210218_Scott_Creek_Okistuch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB12,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-190506B,trout,1:5,908.1256419675751,32.7301262447835,1,0,0,3,3,0,0,31.92061424255371,0.05508096516132355,-1.9685478210449217,0.0,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506B,trout,1:1,665.2660343479066,36.45391149420053,1,0,0,3,3,0,0,29.95206642150879,0.08322615921497345,-1.9685478210449217,0.0,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506B,coho,1:5,109.6347402430268,62.303827136442145,1,0,0,3,3,0,0,36.18732833862305,0.8135771155357361,-1.8811492919921875,0.0,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506B,coho,1:1,70.32083776355961,15.186554868842599,1,0,0,3,3,0,0,34.30617904663086,0.3167560398578644,-1.8811492919921875,0.0,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506A,trout,1:1,828.5631266121737,83.23095094158661,1,0,0,3,3,0,0,29.62287330627441,0.157041534781456,,,20210208_Scott_Creek_Omykiss_Kevan_P1.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506A,coho,1:1,80.14541011341856,10.558584221699427,1,0,0,3,3,0,0,34.09614944458008,0.20502252876758573,,,20210208_Scott_Creek_Okisutch_Kevan_P1.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506,trout,1:1,316.2342405879213,18.874111270886086,1,0,0,3,3,0,0,31.080495834350586,0.08918337523937225,-1.9568767547607424,0.0,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506,coho,1:5,20.21257122066973,35.00920030580445,1,0,0,3,3,2,2,37.523345947265625,0.7050706744194031,-2.539173126220703,0.0,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506,coho,1:1,44.58225458164684,8.135461941300257,1,0,0,3,3,0,0,34.98417282104492,0.26314374804496765,-2.539173126220703,0.0,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-190506,trout,1:5,447.7155934219121,135.09736052926422,1,0,0,3,3,0,0,33.03737258911133,0.446500688791275,-1.9568767547607424,0.0,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,Match SCr-136,,,,,,,,,,,,,,,,
SCr-Match-1B,coho,1:5,119.1995708848845,95.3859110412488,1,0,0,3,3,0,0,36.20284652709961,1.1075948476791382,-2.6557121276855544,0.0,20201022_Scott_Creek_Okisutch_Kevan_P1.xls,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match1A,trout,1:5,183.3495970628926,51.514371024360635,1,0,0,3,3,0,0,34.38966370000001,0.447183073,-2.179927830000004,0.0,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match1A,trout,1:1,152.40052820786698,31.39696976543409,1,0,0,3,3,0,0,32.20973587,0.335834205,-2.179927830000004,0.0,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match1A,coho,1:5,117.08269541966021,23.979126308914232,1,0,0,3,3,0,0,35.95750427,0.31384396600000003,-0.95491028,1.0,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match1A,coho,1:1,43.72864692202953,4.361027685506154,1,0,0,3,3,0,0,35.00259399,0.154178485,-0.95491028,1.0,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match-1B,trout,1:1,174.55707171767742,56.89362529973053,1,0,0,3,3,0,0,32.03768539428711,0.5203950405120851,-2.16263198852539,0.0,20201022_Scott_Creek_Omykiss_Kevan_P1.xls,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match-1B,coho,1:1,116.26153827605995,23.352792149423923,1,0,0,3,3,0,0,33.547134399414055,0.2889887094497681,-2.6557121276855544,0.0,20201022_Scott_Creek_Okisutch_Kevan_P1.xls,Match SCr-728,,,,,,,,,,,,,,,,
SCr-Match-1B,trout,1:5,209.18693329385067,64.10057982564452,1,0,0,3,3,0,0,34.2003173828125,0.5057573914527893,-2.16263198852539,0.0,20201022_Scott_Creek_Omykiss_Kevan_P1.xls,Match SCr-728,,,,,,,,,,,,,,,,
SCr-match1C,coho,1:1,210.95771231155567,53.96592460847803,1,0,0,3,3,0,0,32.66689682,0.39661628,-1.9643249500000053,0.0,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-match1C,coho,1:5,289.245583207357,89.75546954701538,1,0,0,3,3,0,0,34.63122177,0.50907737,-1.9643249500000053,0.0,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-match1C,trout,1:5,1711.9588186447133,332.41624603243235,1,0,0,3,3,0,0,30.979002,0.314462572,-2.3653240200000027,0.0,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-match1C,trout,1:1,1618.4951717692902,239.37622604949158,1,0,0,3,3,0,0,28.61367798,0.23569710600000002,-2.3653240200000027,0.0,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Match SCr-728,,,,,,,,,,,,,,,,
SCr-match1D,trout,1:1,32.62305121214808,13.184594636547546,1,0,0,3,3,0,0,34.60585403,0.605791748,-2.9938888599999984,-1.0,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1F,trout,1:1,189.61065757698717,11.538851067751251,1,0,0,3,3,0,0,31.85659218,0.09382467,-2.241140360000003,0.0,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-Match1E,coho,1:1,38.524621267154046,19.27946567542591,1,0,0,3,3,0,0,35.3032074,0.70273155,-3.4267387400000047,-1.0,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-Match1E,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.72994614,0.738167107,-3.4267387400000047,-1.0,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-Match1E,trout,1:1,61.138938165472815,32.128909954901616,1,0,0,3,3,0,0,33.70895386,0.7857701779999999,-2.49971008,0.0,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-Match1E,trout,1:5,0.0,0.0,1,1,1,3,3,3,3,36.20866394,0.719611406,-2.49971008,0.0,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1F,trout,1:5,222.1206240443771,64.50336365976024,1,0,0,3,3,0,0,34.09773254,0.43246948700000004,-2.241140360000003,0.0,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1D,coho,1:5,26.08399151201129,45.178798562998885,1,0,0,3,3,2,2,37.43463135,0.773874521,-2.701198579999996,0.0,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1D,trout,1:5,0.0,0.0,1,1,1,3,2,3,3,37.59974289,0.160694808,-2.9938888599999984,-1.0,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1F,coho,1:1,126.63958261285627,8.591664142180258,1,0,0,3,3,0,0,33.40184021,0.101228736,-2.443984989999997,0.0,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1F,coho,1:5,132.22734251810218,59.7888897587501,1,0,0,3,3,0,0,35.8458252,0.627106786,-2.443984989999997,0.0,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-match1D,coho,1:1,52.83282838365877,10.715953029988077,1,0,0,3,3,0,0,34.73343277,0.300352037,-2.701198579999996,0.0,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Match SCr-730,,,,,,,,,,,,,,,,
SCr-Sp-M-45-1C-200305,coho,1:5,617.1502268515907,68.8893591203697,1,0,0,3,3,0,0,33.44449615478516,0.1702226549386978,-2.5371799468994176,0.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-M-45-1C-200305,trout,1:1,1154.366831199693,12.159082760105624,1,0,0,3,3,0,0,29.11456871032715,0.015938300639390945,-2.4762973785400426,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-M-45-1C-200305,trout,1:5,1136.2277922296166,166.9006287378821,1,0,0,3,3,0,0,31.59086608886719,0.2218812853097916,-2.4762973785400426,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28E,coho,1:1,9048.790997752643,457.99744564510246,1,0,0,3,3,0,0,26.985841751098643,0.07647373527288437,-2.674823760986325,0.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28C,coho,1:1,16625.655951822537,1347.6218415996111,1,0,0,3,3,0,0,26.07382392883301,0.12423716485500336,-2.30244255065918,0.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28C,coho,1:5,17926.464465274275,595.6305913218191,1,0,0,3,3,0,0,28.37626647949219,0.04960255324840546,-2.30244255065918,0.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28C,trout,1:5,1452.1366873489105,111.84998476851936,1,0,0,3,3,0,0,31.21089744567871,0.11771386861801147,-2.3704910278320312,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28D,coho,1:1,0.0,0.0,1,1,1,3,1,3,3,39.07740020751953,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28D,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-M-45-1C-200305,coho,1:1,665.129192512007,11.867217239835153,1,0,0,3,3,0,0,30.907316207885746,0.02675601467490196,-2.5371799468994176,0.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28D,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28D,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28C,trout,1:1,1383.5820240323108,50.1318442015162,1,0,0,3,3,0,0,28.84040641784668,0.05448435246944428,-2.3704910278320312,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-BCN-101720-18G,trout,1:5,569.9774683383663,67.94099406036702,1,0,0,3,3,0,0,32.63344955444336,0.1755436509847641,-2.013936996459961,0.0,20201111_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-BCN-101720-18G,trout,1:1,428.2521800448762,16.62591435542988,1,0,0,3,3,0,0,30.6195125579834,0.059559620916843414,-2.013936996459961,0.0,20201111_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-BCN-101720-18G,coho,1:5,6171.962007436443,108.31945420358913,1,0,0,3,3,0,0,29.97812080383301,0.026317080482840538,-2.3448638916015656,0.0,20201111_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-17G,trout,1:1,529.2746480006759,54.292876308696364,1,0,0,3,3,0,0,30.302927017211914,0.15907931327819824,-2.348215103149414,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-17G,trout,1:5,565.8784615346183,90.59272075528084,1,0,0,3,3,0,0,32.65114212036133,0.2525261640548706,-2.348215103149414,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18A,coho,1:1,40251.2447523589,1192.6198462427355,1,0,0,3,3,0,0,24.74221992492676,0.044250164180994034,-2.3047561645507777,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18A,coho,1:5,43434.572964091945,2044.1279598966955,1,0,0,3,3,0,0,27.04697608947754,0.07020921260118483,-2.3047561645507777,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18A,trout,1:1,2700.15847862936,485.93162449600015,1,0,0,3,3,0,0,27.8409366607666,0.2616028189659119,-2.1253700256347687,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18A,trout,1:5,3299.4584599142854,275.84476116031493,1,0,0,3,3,0,0,29.96630668640137,0.1246551349759102,-2.1253700256347687,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18B,coho,1:1,34610.847748832544,1873.309541352942,1,0,0,3,3,0,0,24.97014808654785,0.08268488943576813,-2.2102622985839884,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18B,coho,1:5,39755.258189404485,2169.5647822103992,1,0,0,3,3,0,0,27.18041038513184,0.083275705575943,-2.2102622985839884,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18B,trout,1:1,2244.2573782209215,239.7203219649085,1,0,0,3,3,0,0,28.112016677856445,0.16737401485443115,-2.1402816772460938,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18B,trout,1:5,2728.487942944369,133.17263681140528,1,0,0,3,3,0,0,30.25229835510254,0.07405317574739456,-2.1402816772460938,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18C,coho,1:1,25758.50966523397,2043.2498794208084,1,0,0,3,3,0,0,25.415754318237305,0.12082327157258987,,,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18C,trout,1:1,1632.8257967219479,342.62996054187755,1,0,0,3,3,0,0,28.61286735534668,0.34042298793792725,,,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18D,coho,1:1,0.0,0.0,1,1,1,3,2,3,3,38.17180633544922,0.08308795839548111,,,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18D,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18D,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18D,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18E,coho,1:1,6968.998692165445,592.824448552323,1,0,0,3,3,0,0,27.38057518005371,0.12676234543323514,-2.3526706695556605,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18E,coho,1:5,7290.662717328617,781.6283684363393,1,0,0,3,3,0,0,29.73324584960937,0.15753446519374847,-2.3526706695556605,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18E,trout,1:1,529.5786943791632,59.377120742144406,1,0,0,3,3,0,0,30.30281066894531,0.16757330298423767,-2.2394752502441366,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18E,trout,1:5,635.6115812788743,229.95238075232945,1,0,0,3,3,0,0,32.542285919189446,0.6367191076278687,-2.2394752502441366,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18F,coho,1:1,8310.479500654632,797.7219009973579,1,0,0,3,3,0,0,27.11715507507324,0.14633449912071228,-2.2651844024658274,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18F,coho,1:5,9178.72051776897,354.3448141537197,1,0,0,3,3,0,0,29.382339477539066,0.05773648619651794,-2.2651844024658274,0.0,20201110_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18F,trout,1:1,508.5002236340658,50.978888620797605,1,0,0,3,3,0,0,30.3631649017334,0.14964114129543304,-2.6121501922607417,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-101719-BCN-18F,trout,1:5,460.19354955969516,97.07754679905138,1,0,0,3,3,0,0,32.97531509399414,0.3380016684532165,-2.6121501922607417,0.0,20201110_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-BCN-101720-18G,coho,1:1,5876.481907309946,52.77477003545724,1,0,0,3,3,0,0,27.633256912231445,0.01351443026214838,-2.3448638916015656,0.0,20201111_Scott_Creek_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28E,coho,1:5,7623.22574207313,66.02516567597668,1,0,0,3,3,0,0,29.66066551208496,0.013047667220234873,-2.674823760986325,0.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28E,trout,1:1,663.2538750635938,80.4422115957682,1,0,0,3,3,0,0,29.96297645568848,0.1911771595478058,-2.3375949859619105,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN21D-20200305,trout,1:1,0.0,0.0,1,1,1,3,2,3,3,38.518409729003906,1.5806727409362793,,,20210210_Scott_Creek_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28F,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
SCr-Sp-SCN-28I,trout,1:5,1113.5367699966769,67.97909219599728,1,0,0,3,3,0,0,31.61246490478516,0.09117195010185243,-2.5660247802734406,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls,Spatial Study,,,,,,,,,,,,,,,,
