id,target,dilution,replicate,conc,amplified,BLOD,BLOQ,Ct,Ct_Mean,Ct_sd,well,source_file
SCr-729,coho,1:1,1.0,242.06843671196904,1,0,0,32.42600631713867,32.549755096435554,0.107260599732399,G4,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-729,coho,1:1,2.0,213.30430160065094,1,0,0,32.61609649658203,32.549755096435554,0.107260599732399,G5,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-729,coho,1:1,3.0,214.57734521198043,1,0,0,32.60715484619141,32.549755096435554,0.107260599732399,G6,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-729,coho,1:5,1.0,348.83444249475696,1,0,0,34.295433044433594,34.191211700439446,0.2032756209373474,G7,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-729,coho,1:5,2.0,436.9600726193564,1,0,0,33.95696258544922,34.191211700439446,0.2032756209373474,G8,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-729,coho,1:5,3.0,342.8948507913673,1,0,0,34.321239471435554,34.191211700439446,0.2032756209373474,G9,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-742,coho,1:1,1.0,0.0,0,1,1,,,,G10,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-742,coho,1:1,2.0,0.0,0,1,1,,,,G11,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-742,coho,1:1,3.0,0.0,0,1,1,,,,G12,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-742,coho,1:5,1.0,0.0,0,1,1,,,,H10,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-742,coho,1:5,2.0,0.0,0,1,1,,,,H11,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-742,coho,1:5,3.0,0.0,0,1,1,,,,H12,20201119_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-14,trout,1:1,1.0,42.130809093495486,1,0,0,34.13650513,34.2660675,0.319627672,A4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-14,trout,1:1,2.0,30.428384033751176,1,0,0,34.63013458,34.2660675,0.319627672,A5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-14,trout,1:1,3.0,45.14853680898476,1,0,0,34.03156281,34.2660675,0.319627672,A6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-14,trout,1:5,1.0,0.0,1,1,1,37.59514236,37.13795471,0.6879355909999999,A7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-14,trout,1:5,2.0,0.0,1,1,1,36.3467865,37.13795471,0.6879355909999999,A8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-14,trout,1:5,3.0,0.0,1,1,1,37.47193527,37.13795471,0.6879355909999999,A9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:1,1.0,76.50489632068829,1,0,0,33.23151398,33.51168823,0.294943988,A10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:1,2.0,64.77086431861348,1,0,0,33.484088899999996,33.51168823,0.294943988,A11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:1,3.0,51.92373907689334,1,0,0,33.81946182,33.51168823,0.294943988,A12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-17,trout,1:1,1.0,0.0,1,1,1,38.35808563,38.35808563,,B4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-17,trout,1:1,2.0,0.0,0,1,1,,38.35808563,,B5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-17,trout,1:1,3.0,0.0,0,1,1,,38.35808563,,B6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-17,trout,1:5,1.0,0.0,0,1,1,,,,B7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-17,trout,1:5,2.0,0.0,0,1,1,,,,B8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-17,trout,1:5,3.0,0.0,0,1,1,,,,B9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:5,1.0,0.0,1,1,1,37.58287429999999,36.18115616,1.256546736,B10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:5,2.0,107.58644383534751,1,0,0,35.15579605,36.18115616,1.256546736,B11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:5,3.0,0.0,1,1,1,35.80480194,36.18115616,1.256546736,B12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-20,trout,1:1,1.0,44.428630812346164,1,0,0,34.05594635,34.49927902,0.52339673,C4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-20,trout,1:1,2.0,36.23433565972004,1,0,0,34.36522293,34.49927902,0.52339673,C5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-20,trout,1:1,3.0,22.66951501291488,1,0,0,35.07666397,34.49927902,0.52339673,C6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-20,trout,1:5,1.0,0.0,1,1,1,36.41117477,36.72885513,0.823523045,C7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-20,trout,1:5,2.0,0.0,1,1,1,36.11148453,36.72885513,0.823523045,C8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-20,trout,1:5,3.0,0.0,1,1,1,37.66390228,36.72885513,0.823523045,C9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-38,trout,1:1,1.0,58.345595941942896,1,0,0,33.642570500000005,33.7756691,0.135269523,C10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-38,trout,1:1,2.0,48.8184744247278,1,0,0,33.91300964,33.7756691,0.135269523,C11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-38,trout,1:1,3.0,53.59433290377313,1,0,0,33.77142334,33.7756691,0.135269523,C12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,trout,1:1,1.0,22.803991306007195,1,0,0,35.06769179999999,35.37452316,0.511893928,D4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,trout,1:1,2.0,22.464935811452207,1,0,0,35.09041595,35.37452316,0.511893928,D5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,trout,1:1,3.0,0.0,1,1,1,35.96546173,35.37452316,0.511893928,D6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,trout,1:5,1.0,0.0,1,1,1,36.7419281,36.31021118,0.610539913,D7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,trout,1:5,2.0,0.0,0,1,1,,36.31021118,0.610539913,D8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,trout,1:5,3.0,0.0,1,1,1,35.87849426,36.31021118,0.610539913,D9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-38,trout,1:5,1.0,0.0,1,1,1,36.84864426,37.17261887,0.351622999,D10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-38,trout,1:5,2.0,0.0,1,1,1,37.54654694,37.17261887,0.351622999,D11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-38,trout,1:5,3.0,0.0,1,1,1,37.12266159,37.17261887,0.351622999,D12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-23,trout,1:1,1.0,0.0,1,1,1,36.17489624,35.74310303,0.676497936,E4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-23,trout,1:1,2.0,24.42601992990728,1,0,0,34.963455200000006,35.74310303,0.676497936,E5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-23,trout,1:1,3.0,0.0,1,1,1,36.09095764,35.74310303,0.676497936,E6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-23,trout,1:5,1.0,0.0,1,1,1,39.47066498,39.47066498,,E7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-23,trout,1:5,2.0,0.0,0,1,1,,39.47066498,,E8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-23,trout,1:5,3.0,0.0,0,1,1,,39.47066498,,E9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-41,trout,1:1,1.0,39.1467812925073,1,0,0,34.24794388,34.65852356,0.35717439700000003,E10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-41,trout,1:1,2.0,25.509531557104744,1,0,0,34.89761353,34.65852356,0.35717439700000003,E11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-41,trout,1:1,3.0,26.672075787547907,1,0,0,34.83000946,34.65852356,0.35717439700000003,E12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,trout,1:1,1.0,54.88525274387619,1,0,0,33.73531723,33.7732811,0.14276056,F4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,trout,1:1,2.0,48.2371235391272,1,0,0,33.93118286,33.7732811,0.14276056,F5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,trout,1:1,3.0,57.93301806108525,1,0,0,33.65333557,33.7732811,0.14276056,F6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,trout,1:5,1.0,0.0,1,1,1,35.25964355,35.55857849,0.8251417879999999,F7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,trout,1:5,2.0,0.0,1,1,1,36.49152374,35.55857849,0.8251417879999999,F8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,trout,1:5,3.0,125.30132272120173,1,0,0,34.92456818,35.55857849,0.8251417879999999,F9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-41,trout,1:5,1.0,105.82649645777039,1,0,0,35.18081665,35.93279266,1.063452005,F10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-41,trout,1:5,2.0,0.0,0,1,1,,35.93279266,1.063452005,F11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-41,trout,1:5,3.0,0.0,1,1,1,36.68476486,35.93279266,1.063452005,F12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-29,trout,1:1,1.0,0.0,1,1,1,35.51084518,35.95077515,0.382104993,G4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-29,trout,1:1,2.0,0.0,1,1,1,36.14159393,35.95077515,0.382104993,G5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-29,trout,1:1,3.0,0.0,1,1,1,36.19989014,35.95077515,0.382104993,G6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-29,trout,1:5,1.0,0.0,1,1,1,37.67427444,37.70740509,0.04685111,G7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-29,trout,1:5,2.0,0.0,1,1,1,37.74053192,37.70740509,0.04685111,G8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-29,trout,1:5,3.0,0.0,0,1,1,,37.70740509,0.04685111,G9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-47,trout,1:1,1.0,48.64470737214137,1,0,0,33.91841888,34.06474304,0.241155133,G10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-47,trout,1:1,2.0,48.188021926857076,1,0,0,33.93272781,34.06474304,0.241155133,G11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-47,trout,1:1,3.0,36.76705925450381,1,0,0,34.34308243,34.06474304,0.241155133,G12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,trout,1:1,1.0,56.27019953257416,1,0,0,33.69751358,34.31592178,0.536882222,H4,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,trout,1:1,2.0,29.780544322278427,1,0,0,34.66278076,34.31592178,0.536882222,H5,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,trout,1:1,3.0,31.29606565852443,1,0,0,34.58748245,34.31592178,0.536882222,H6,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,trout,1:5,1.0,0.0,1,1,1,36.00689316,35.59428787,0.389975518,H7,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,trout,1:5,2.0,0.0,1,1,1,35.23178482,35.59428787,0.389975518,H8,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,trout,1:5,3.0,0.0,1,1,1,35.54418564,35.59428787,0.389975518,H9,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-47,trout,1:5,1.0,0.0,1,1,1,36.28643799,36.50735855,1.075586081,H10,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-47,trout,1:5,2.0,0.0,1,1,1,37.67625046,36.50735855,1.075586081,H11,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-47,trout,1:5,3.0,0.0,1,1,1,35.55938339,36.50735855,1.075586081,H12,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-747,trout,1:1,1.0,180.46084049931918,1,0,0,31.929706573486328,32.14480209350586,0.23235301673412326,A4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-747,trout,1:1,2.0,159.8733778448574,1,0,0,32.113460540771484,32.14480209350586,0.23235301673412326,A5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-747,trout,1:1,3.0,133.12304450470563,1,0,0,32.391231536865234,32.14480209350586,0.23235301673412326,A6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-747,trout,1:5,1.0,522.2185956033143,1,0,0,32.759288787841804,32.979541778564446,0.2264816164970398,A7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-747,trout,1:5,2.0,455.22315841562573,1,0,0,32.967567443847656,32.979541778564446,0.2264816164970398,A8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-747,trout,1:5,3.0,387.5339910872334,1,0,0,33.211776733398445,32.979541778564446,0.2264816164970398,A9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-751,trout,1:1,1.0,2139.858742418159,1,0,0,28.17825126647949,28.311613082885746,0.3225713074207306,A10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-751,trout,1:1,2.0,2287.398296376567,1,0,0,28.077106475830078,28.311613082885746,0.3225713074207306,A11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-751,trout,1:1,3.0,1537.7605479705317,1,0,0,28.679479598999023,28.311613082885746,0.3225713074207306,A12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-744,trout,1:1,1.0,211.52760234124926,1,0,0,31.68874740600586,31.79860496520996,0.3295998573303223,B4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-744,trout,1:1,2.0,154.11523642116092,1,0,0,32.16910552978516,31.79860496520996,0.3295998573303223,B5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-744,trout,1:1,3.0,233.633028806734,1,0,0,31.53796577453613,31.79860496520996,0.3295998573303223,B6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-744,trout,1:5,1.0,482.7543025019037,1,0,0,32.878490447998054,32.841976165771484,0.0862646996974945,B7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-744,trout,1:5,2.0,527.6969440993593,1,0,0,32.743457794189446,32.841976165771484,0.0862646996974945,B8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-744,trout,1:5,3.0,474.7115319465211,1,0,0,32.903976440429695,32.841976165771484,0.0862646996974945,B9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-751,trout,1:5,1.0,4915.940591794648,1,0,0,29.35799598693848,29.37680244445801,0.20366011559963226,B10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-751,trout,1:5,2.0,5516.309640483495,1,0,0,29.18320083618164,29.37680244445801,0.20366011559963226,B11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-751,trout,1:5,3.0,4220.954840705166,1,0,0,29.589216232299805,29.37680244445801,0.20366011559963226,B12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-741,trout,1:1,1.0,208.658107505534,1,0,0,31.7094669342041,31.49660682678223,0.25906553864479065,C4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-741,trout,1:1,2.0,290.3729971312364,1,0,0,31.20815277099609,31.49660682678223,0.25906553864479065,C5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-741,trout,1:1,3.0,228.4191826418043,1,0,0,31.57220268249512,31.49660682678223,0.25906553864479065,C6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-741,trout,1:5,1.0,1018.115574110298,1,0,0,31.74652099609375,32.00541305541992,0.22426894307136536,C7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-741,trout,1:5,2.0,785.4387487508011,1,0,0,32.140125274658196,32.00541305541992,0.22426894307136536,C8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-741,trout,1:5,3.0,790.911029734205,1,0,0,32.129592895507805,32.00541305541992,0.22426894307136536,C9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-748,trout,1:1,1.0,0.0,0,1,1,,,,C10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-748,trout,1:1,2.0,0.0,0,1,1,,,,C11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-748,trout,1:1,3.0,0.0,0,1,1,,,,C12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-738,trout,1:1,1.0,503.6101682700149,1,0,0,30.37285041809082,30.33273506164551,0.07265628129243851,D4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-738,trout,1:1,2.0,502.40345756302753,1,0,0,30.37648963928223,30.33273506164551,0.07265628129243851,D5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-738,trout,1:1,3.0,546.5000080034426,1,0,0,30.24886512756348,30.33273506164551,0.07265628129243851,D6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-738,trout,1:5,1.0,1424.6802523196561,1,0,0,31.236825942993164,31.27886962890625,0.08225798606872559,D7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-738,trout,1:5,2.0,1434.7577596472806,1,0,0,31.226133346557614,31.27886962890625,0.08225798606872559,D8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-738,trout,1:5,3.0,1301.8026215610867,1,0,0,31.373653411865234,31.27886962890625,0.08225798606872559,D9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-748,trout,1:5,1.0,0.0,0,1,1,,,,D10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-748,trout,1:5,2.0,0.0,0,1,1,,,,D11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-748,trout,1:5,3.0,0.0,0,1,1,,,,D12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-735,trout,1:1,1.0,376.71873258708746,1,0,0,30.813234329223636,30.72910499572754,0.0769573375582695,E4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-735,trout,1:1,2.0,402.7632213288428,1,0,0,30.711824417114254,30.72910499572754,0.0769573375582695,E5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-735,trout,1:1,3.0,416.1406165534799,1,0,0,30.66225814819336,30.72910499572754,0.0769573375582695,E6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-735,trout,1:5,1.0,857.9860927932726,1,0,0,32.006107330322266,31.99736595153809,0.023889178410172462,E7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-735,trout,1:5,2.0,852.6026986884308,1,0,0,32.015655517578125,31.99736595153809,0.023889178410172462,E8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-735,trout,1:5,3.0,878.456772952022,1,0,0,31.97033882141113,31.99736595153809,0.023889178410172462,E9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-745,trout,1:1,1.0,201.11026999426002,1,0,0,31.76535797119141,31.642053604125977,0.10712945461273192,E10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-745,trout,1:1,2.0,225.90320112840973,1,0,0,31.58900451660156,31.642053604125977,0.10712945461273192,E11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-745,trout,1:1,3.0,228.47950250412083,1,0,0,31.57180213928223,31.642053604125977,0.10712945461273192,E12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-732,trout,1:1,1.0,233.47034516242832,1,0,0,31.53902244567871,31.69281578063965,0.19441702961921686,F4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-732,trout,1:1,2.0,182.65893787489617,1,0,0,31.911340713500977,31.69281578063965,0.19441702961921686,F5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-732,trout,1:1,3.0,220.1581841035761,1,0,0,31.628082275390625,31.69281578063965,0.19441702961921686,F6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-732,trout,1:5,1.0,322.2110006708972,1,0,0,33.491806030273445,32.995227813720696,0.4363994300365448,F7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-732,trout,1:5,2.0,501.36582589788424,1,0,0,32.82110595703125,32.995227813720696,0.4363994300365448,F8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-732,trout,1:5,3.0,552.8692374859339,1,0,0,32.67276763916016,32.995227813720696,0.4363994300365448,F9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-745,trout,1:5,1.0,442.78691876787286,1,0,0,33.00958633422852,33.18989944458008,0.4348965883255005,F10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-745,trout,1:5,2.0,484.1316896335414,1,0,0,32.87416839599609,33.18989944458008,0.4348965883255005,F11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-745,trout,1:5,3.0,283.5029259871056,1,0,0,33.68595504760742,33.18989944458008,0.4348965883255005,F12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-729,trout,1:1,1.0,341.4350983088845,1,0,0,30.96241569519043,30.89117431640625,0.07985945045948029,G4,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-729,trout,1:1,2.0,354.31225302951134,1,0,0,30.9062557220459,30.89117431640625,0.07985945045948029,G5,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-729,trout,1:1,3.0,378.80719118964987,1,0,0,30.80484771728516,30.89117431640625,0.07985945045948029,G6,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-729,trout,1:5,1.0,640.2202882968164,1,0,0,32.450241088867195,32.518768310546875,0.2324190735816956,G7,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-729,trout,1:5,2.0,515.902489572657,1,0,0,32.77774810791016,32.518768310546875,0.2324190735816956,G8,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-729,trout,1:5,3.0,693.7999828682018,1,0,0,32.328319549560554,32.518768310546875,0.2324190735816956,G9,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-742,trout,1:1,1.0,0.0,0,1,1,,,,G10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-742,trout,1:1,2.0,0.0,0,1,1,,,,G11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-742,trout,1:1,3.0,0.0,0,1,1,,,,G12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-742,trout,1:5,1.0,0.0,0,1,1,,,,H10,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-742,trout,1:5,2.0,0.0,0,1,1,,,,H11,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-742,trout,1:5,3.0,0.0,0,1,1,,,,H12,20201119_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-50,coho,1:1,1.0,0.0,1,1,1,38.195755,36.66631699,1.348014951,A4,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-50,coho,1:1,2.0,28.30409754618139,1,0,0,35.65108109,36.66631699,1.348014951,A5,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-50,coho,1:1,3.0,20.27888101645682,1,0,0,36.15211487,36.66631699,1.348014951,A6,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-50,coho,1:5,1.0,0.0,1,1,1,38.46875,37.96292496,0.574694037,A7,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-50,coho,1:5,2.0,0.0,1,1,1,37.33802032,37.96292496,0.574694037,A8,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-50,coho,1:5,3.0,0.0,1,1,1,38.08201218,37.96292496,0.574694037,A9,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-EB06,coho,1:1,1.0,0.0,0,1,1,,,,A10,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-EB06,coho,1:1,2.0,0.0,0,1,1,,,,A11,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-EB06,coho,1:1,3.0,0.0,0,1,1,,,,A12,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-56,coho,1:1,1.0,23.362852226699456,1,0,0,35.93938446,35.8710289,0.898783088,B4,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-56,coho,1:1,2.0,13.770913004250941,1,0,0,36.73368454,35.8710289,0.898783088,B5,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-56,coho,1:1,3.0,45.431266589079634,1,0,0,34.94002151,35.8710289,0.898783088,B6,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-56,coho,1:5,1.0,0.0,1,1,1,37.25759888,37.83498764,0.5387541060000001,B7,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-56,coho,1:5,2.0,0.0,1,1,1,37.92312622,37.83498764,0.5387541060000001,B8,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-56,coho,1:5,3.0,0.0,1,1,1,38.32423782,37.83498764,0.5387541060000001,B9,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-EB06,coho,1:5,1.0,0.0,0,1,1,,,,B10,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-EB06,coho,1:5,2.0,0.0,0,1,1,,,,B11,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-EB06,coho,1:5,3.0,0.0,0,1,1,,,,B12,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-59,coho,1:1,1.0,0.0,1,1,1,37.45756149,37.63659286,0.419402242,C4,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-59,coho,1:1,2.0,0.0,1,1,1,37.33641052,37.63659286,0.419402242,C5,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-59,coho,1:1,3.0,0.0,1,1,1,38.11579514,37.63659286,0.419402242,C6,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-59,coho,1:5,1.0,0.0,0,1,1,,,,C7,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-59,coho,1:5,2.0,0.0,0,1,1,,,,C8,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-59,coho,1:5,3.0,0.0,0,1,1,,,,C9,20201123_Scott_Creek_Okisutch_Chloe_P1_data.csv
