sample_mid,sample_wake,sample_start,sample_end,sample_duration,vol_target,vol_actual,vol_diff,lab_field,id,ESP,log_file,sample_rate,date,hour,morn_midday_eve,deployment
2019-04-19 11:29:50,2019-04-19 11:04:28,2019-04-19 11:10:08,2019-04-19 11:49:31,39.38,2000,625.0,1375.0,deployed,SCr-78,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.871000507872015,2019-04-19,11,1,1
2019-04-19 17:33:28,2019-04-19 17:04:28,2019-04-19 17:10:07,2019-04-19 17:56:50,46.72,2000,725.1,1274.9,deployed,SCr-79,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.520119863013699,2019-04-19,18,2,1
2019-04-20 05:13:15,2019-04-20 04:44:38,2019-04-20 04:50:16,2019-04-20 05:36:14,45.97,2000,698.6,1301.4,deployed,SCr-80,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.19686752229715,2019-04-20,5,0,1
2019-04-20 11:12:36,2019-04-20 10:44:35,2019-04-20 10:50:14,2019-04-20 11:34:57,44.72,2000,650.0,1350.0,deployed,SCr-81,Waldo,Waldo_2019_Scott_Creek_20210223.csv,14.534883720930234,2019-04-20,11,1,1
2019-04-20 17:11:44,2019-04-20 16:44:34,2019-04-20 16:50:13,2019-04-20 17:33:14,43.02,2000,575.0,1425.0,deployed,SCr-82,Waldo,Waldo_2019_Scott_Creek_20210223.csv,13.365876336587633,2019-04-20,17,2,1
2019-04-21 05:26:04,2019-04-21 05:04:37,2019-04-21 05:10:15,2019-04-21 05:41:53,31.62,2000,300.0,1700.0,deployed,SCr-83,Waldo,Waldo_2019_Scott_Creek_20210223.csv,9.487666034155598,2019-04-21,5,0,1
2019-04-21 11:35:56,2019-04-21 11:04:45,2019-04-21 11:10:22,2019-04-21 12:01:32,51.15,2000,700.1,1299.9,deployed,SCr-84,Waldo,Waldo_2019_Scott_Creek_20210223.csv,13.687194525904204,2019-04-21,12,1,1
2019-04-21 17:28:45,2019-04-21 17:04:36,2019-04-21 17:10:14,2019-04-21 17:47:16,37.03,2000,800.0,1200.0,deployed,SCr-85,Waldo,Waldo_2019_Scott_Creek_20210223.csv,21.60410477990818,2019-04-21,17,2,1
2019-04-22 05:29:04,2019-04-22 05:04:39,2019-04-22 05:10:17,2019-04-22 05:47:50,37.55,2000,675.0,1325.0,deployed,SCr-86,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.97603195739015,2019-04-22,5,0,1
2019-04-22 11:33:38,2019-04-22 11:04:35,2019-04-22 11:10:12,2019-04-22 11:57:05,46.88,2000,450.0,1550.0,deployed,SCr-87,Waldo,Waldo_2019_Scott_Creek_20210223.csv,9.598976109215016,2019-04-22,12,1,1
