"Plot Title: RLSM"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309218, SEN S/N: 20309218)","Event, units (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Attached (LGR S/N: 20309218)","Host Connected (LGR S/N: 20309218)","Stopped (LGR S/N: 20309218)","End Of File (LGR S/N: 20309218)"
243,04/12/19 03:00:00 PM,83.043,,,,,
244,04/12/19 04:00:00 PM,76.354,,,,,
245,04/12/19 05:00:00 PM,69.107,,,,,
246,04/12/19 06:00:00 PM,62.940,,,,,
247,04/12/19 07:00:00 PM,57.268,,,,,
248,04/12/19 08:00:00 PM,51.699,,,,,
249,04/12/19 09:00:00 PM,50.643,,,,,
250,04/12/19 10:00:00 PM,50.466,,,,,
251,04/12/19 11:00:00 PM,50.290,,,,,
252,04/13/19 12:00:00 AM,49.759,,,,,
253,04/13/19 01:00:00 AM,48.517,,,,,
254,04/13/19 02:00:00 AM,49.228,,,,,
255,04/13/19 03:00:00 AM,49.759,,,,,
256,04/13/19 04:00:00 AM,49.937,,,,,
257,04/13/19 05:00:00 AM,48.160,,,,,
258,04/13/19 06:00:00 AM,48.160,,,,,
259,04/13/19 07:00:00 AM,49.228,,,,,
260,04/13/19 08:00:00 AM,53.449,,,,,
261,04/13/19 09:00:00 AM,60.883,,,,,
262,04/13/19 10:00:00 AM,69.278,,,,,
263,04/13/19 11:00:00 AM,78.449,,,,,
264,04/13/19 12:00:00 PM,86.277,,,,,
265,04/13/19 01:00:00 PM,88.099,,,,,
266,04/13/19 02:00:00 PM,88.650,,,,,
267,04/13/19 03:00:00 PM,84.654,,,,,
268,04/13/19 04:00:00 PM,78.624,,,,,
269,04/13/19 05:00:00 PM,71.512,,,,,
270,04/13/19 06:00:00 PM,66.537,,,,,
271,04/13/19 07:00:00 PM,61.569,,,,,
272,04/13/19 08:00:00 PM,56.404,,,,,
273,04/13/19 09:00:00 PM,55.017,,,,,
274,04/13/19 10:00:00 PM,53.100,,,,,
275,04/13/19 11:00:00 PM,51.523,,,,,
276,04/14/19 12:00:00 AM,50.819,,,,,
277,04/14/19 01:00:00 AM,50.466,,,,,
278,04/14/19 02:00:00 AM,50.643,,,,,
279,04/14/19 03:00:00 AM,51.874,,,,,
280,04/14/19 04:00:00 AM,49.228,,,,,
281,04/14/19 05:00:00 AM,49.050,,,,,
282,04/14/19 06:00:00 AM,47.446,,,,,
283,04/14/19 07:00:00 AM,48.695,,,,,
284,04/14/19 08:00:00 AM,50.819,,,,,
285,04/14/19 09:00:00 AM,56.750,,,,,
286,04/14/19 10:00:00 AM,63.968,,,,,
287,04/14/19 11:00:00 AM,76.703,,,,,
288,04/14/19 12:00:00 PM,83.399,,,,,
289,04/14/19 01:00:00 PM,86.097,,,,,
290,04/14/19 02:00:00 PM,85.194,,,,,
291,04/14/19 03:00:00 PM,83.757,,,,,
292,04/14/19 04:00:00 PM,75.832,,,,,
293,04/14/19 05:00:00 PM,69.107,,,,,
294,04/14/19 06:00:00 PM,63.455,,,,,
295,04/14/19 07:00:00 PM,56.230,,,,,
296,04/14/19 08:00:00 PM,50.995,,,,,
297,04/14/19 09:00:00 PM,47.982,,,,,
298,04/14/19 10:00:00 PM,47.802,,,,,
299,04/14/19 11:00:00 PM,45.466,,,,,
300,04/15/19 12:00:00 AM,45.466,,,,,
301,04/15/19 01:00:00 AM,45.466,,,,,
302,04/15/19 02:00:00 AM,44.560,,,,,
303,04/15/19 03:00:00 AM,45.466,,,,,
304,04/15/19 04:00:00 AM,44.013,,,,,
305,04/15/19 05:00:00 AM,42.179,,,,,
306,04/15/19 06:00:00 AM,41.625,,,,,
307,04/15/19 07:00:00 AM,42.179,,,,,
308,04/15/19 08:00:00 AM,46.548,,,,,
309,04/15/19 09:00:00 AM,53.449,,,,,
310,04/15/19 10:00:00 AM,63.111,,,,,
311,04/15/19 11:00:00 AM,72.028,,,,,
312,04/15/19 12:00:00 PM,77.749,,,,,
313,04/15/19 01:00:00 PM,78.449,,,,,
314,04/15/19 02:00:00 PM,68.592,,,,,
315,04/15/19 03:00:00 PM,57.614,,,,,
316,04/15/19 04:00:00 PM,55.364,,,,,
317,04/15/19 04:39:06 PM,,0.50,,,,
318,04/15/19 05:00:00 PM,51.523,,,,,
319,04/15/19 05:11:31 PM,,0.51,,,,
320,04/15/19 06:00:00 PM,49.937,,,,,
321,04/15/19 06:21:15 PM,,0.52,,,,
322,04/15/19 07:00:00 PM,49.228,,,,,
323,04/15/19 07:32:52 PM,,0.53,,,,
324,04/15/19 08:00:00 PM,47.982,,,,,
325,04/15/19 08:06:53 PM,,0.54,,,,
326,04/15/19 08:36:55 PM,,0.55,,,,
327,04/15/19 09:00:00 PM,47.802,,,,,
328,04/15/19 09:12:01 PM,,0.56,,,,
329,04/15/19 09:29:56 PM,,0.57,,,,
330,04/15/19 09:38:43 PM,,0.58,,,,
331,04/15/19 10:00:00 PM,47.802,,,,,
332,04/15/19 10:10:05 PM,,0.59,,,,
333,04/15/19 10:26:01 PM,,0.60,,,,
334,04/15/19 11:00:00 PM,47.982,,,,,
335,04/15/19 11:38:46 PM,,0.61,,,,
336,04/15/19 11:43:55 PM,,0.62,,,,
337,04/15/19 11:53:26 PM,,0.63,,,,
338,04/16/19 12:00:00 AM,48.339,,,,,
339,04/16/19 01:00:00 AM,48.160,,,,,
340,04/16/19 01:07:17 AM,,0.64,,,,
341,04/16/19 01:26:12 AM,,0.65,,,,
342,04/16/19 01:43:36 AM,,0.66,,,,
343,04/16/19 02:00:00 AM,47.982,,,,,
344,04/16/19 02:24:12 AM,,0.67,,,,
345,04/16/19 02:26:05 AM,,0.68,,,,
346,04/16/19 02:27:40 AM,,0.69,,,,
347,04/16/19 02:28:47 AM,,0.70,,,,
348,04/16/19 02:30:24 AM,,0.71,,,,
349,04/16/19 02:32:13 AM,,0.72,,,,
350,04/16/19 02:35:19 AM,,0.73,,,,
351,04/16/19 02:40:04 AM,,0.74,,,,
352,04/16/19 02:45:11 AM,,0.75,,,,
353,04/16/19 03:00:00 AM,48.160,,,,,
354,04/16/19 03:00:37 AM,,0.76,,,,
355,04/16/19 03:41:28 AM,,0.77,,,,
356,04/16/19 04:00:00 AM,48.160,,,,,
357,04/16/19 05:00:00 AM,46.369,,,,,
358,04/16/19 06:00:00 AM,43.466,,,,,
359,04/16/19 07:00:00 AM,42.179,,,,,
360,04/16/19 08:00:00 AM,46.908,,,,,
361,04/16/19 09:00:00 AM,52.750,,,,,
362,04/16/19 10:00:00 AM,59.851,,,,,
363,04/16/19 11:00:00 AM,64.652,,,,,
364,04/16/19 12:00:00 PM,71.683,,,,,
365,04/16/19 01:00:00 PM,74.271,,,,,
366,04/16/19 02:00:00 PM,79.678,,,,,
367,04/16/19 03:00:00 PM,74.098,,,,,
368,04/16/19 04:00:00 PM,68.592,,,,,
369,04/16/19 05:00:00 PM,64.310,,,,,
370,04/16/19 06:00:00 PM,57.785,,,,,
371,04/16/19 07:00:00 PM,52.225,,,,,
372,04/16/19 08:00:00 PM,48.160,,,,,
373,04/16/19 09:00:00 PM,45.466,,,,,
374,04/16/19 10:00:00 PM,44.013,,,,,
375,04/16/19 11:00:00 PM,44.560,,,,,
376,04/17/19 12:00:00 AM,44.013,,,,,
377,04/17/19 01:00:00 AM,43.099,,,,,
378,04/17/19 02:00:00 AM,44.742,,,,,
379,04/17/19 03:00:00 AM,44.195,,,,,
380,04/17/19 04:00:00 AM,43.831,,,,,
381,04/17/19 05:00:00 AM,43.466,,,,,
382,04/17/19 06:00:00 AM,43.282,,,,,
383,04/17/19 07:00:00 AM,44.195,,,,,
384,04/17/19 08:00:00 AM,48.871,,,,,
385,04/17/19 09:00:00 AM,55.884,,,,,
386,04/17/19 10:00:00 AM,65.338,,,,,
387,04/17/19 11:00:00 AM,75.139,,,,,
388,04/17/19 12:00:00 PM,82.152,,,,,
389,04/17/19 01:00:00 PM,82.508,,,,,
390,04/17/19 02:00:00 PM,82.152,,,,,
391,04/17/19 03:00:00 PM,81.266,,,,,
392,04/17/19 04:00:00 PM,74.964,,,,,
393,04/17/19 05:00:00 PM,69.622,,,,,
394,04/17/19 06:00:00 PM,64.481,,,,,
395,04/17/19 07:00:00 PM,59.508,,,,,
396,04/17/19 08:00:00 PM,55.884,,,,,
397,04/17/19 09:00:00 PM,56.057,,,,,
398,04/17/19 10:00:00 PM,53.973,,,,,
399,04/17/19 11:00:00 PM,54.842,,,,,
400,04/18/19 12:00:00 AM,53.973,,,,,
401,04/18/19 01:00:00 AM,53.798,,,,,
402,04/18/19 02:00:00 AM,54.842,,,,,
403,04/18/19 03:00:00 AM,53.973,,,,,
404,04/18/19 04:00:00 AM,53.798,,,,,
405,04/18/19 05:00:00 AM,54.322,,,,,
406,04/18/19 06:00:00 AM,53.798,,,,,
407,04/18/19 07:00:00 AM,53.973,,,,,
408,04/18/19 08:00:00 AM,57.268,,,,,
409,04/18/19 09:00:00 AM,65.680,,,,,
410,04/18/19 10:00:00 AM,75.484,,,,,
411,04/18/19 11:00:00 AM,85.014,,,,,
412,04/18/19 12:00:00 PM,90.124,,,,,
413,04/18/19 01:00:00 PM,94.444,,,,,
414,04/18/19 02:00:00 PM,92.926,,,,,
415,04/18/19 03:00:00 PM,90.867,,,,,
416,04/18/19 04:00:00 PM,83.399,,,,,
417,04/18/19 05:00:00 PM,74.098,,,,,
418,04/18/19 06:00:00 PM,67.735,,,,,
419,04/18/19 07:00:00 PM,62.769,,,,,
420,04/18/19 08:00:00 PM,59.164,,,,,
421,04/18/19 09:00:00 PM,56.577,,,,,
422,04/18/19 10:00:00 PM,57.958,,,,,
423,04/18/19 11:00:00 PM,56.923,,,,,
424,04/19/19 12:00:00 AM,56.230,,,,,
425,04/19/19 01:00:00 AM,56.230,,,,,
426,04/19/19 02:00:00 AM,56.750,,,,,
427,04/19/19 03:00:00 AM,56.750,,,,,
428,04/19/19 04:00:00 AM,55.537,,,,,
429,04/19/19 05:00:00 AM,55.189,,,,,
430,04/19/19 06:00:00 AM,56.057,,,,,
431,04/19/19 07:00:00 AM,55.537,,,,,
432,04/19/19 08:00:00 AM,58.820,,,,,
433,04/19/19 09:00:00 AM,68.592,,,,,
434,04/19/19 10:00:00 AM,70.995,,,,,
435,04/19/19 11:00:00 AM,80.735,,,,,
436,04/19/19 12:00:00 PM,88.099,,,,,
437,04/19/19 01:00:00 PM,89.384,,,,,
438,04/19/19 02:00:00 PM,89.938,,,,,
439,04/19/19 03:00:00 PM,79.502,,,,,
440,04/19/19 04:00:00 PM,75.832,,,,,
441,04/19/19 05:00:00 PM,67.735,,,,,
442,04/19/19 06:00:00 PM,58.993,,,,,
443,04/19/19 07:00:00 PM,56.230,,,,,
444,04/19/19 08:00:00 PM,53.274,,,,,
445,04/19/19 09:00:00 PM,50.466,,,,,
446,04/19/19 10:00:00 PM,49.937,,,,,
447,04/19/19 11:00:00 PM,47.624,,,,,
448,04/20/19 12:00:00 AM,48.871,,,,,
449,04/20/19 01:00:00 AM,48.871,,,,,
450,04/20/19 02:00:00 AM,48.695,,,,,
451,04/20/19 03:00:00 AM,47.802,,,,,
452,04/20/19 04:00:00 AM,48.871,,,,,
453,04/20/19 05:00:00 AM,48.517,,,,,
454,04/20/19 06:00:00 AM,48.517,,,,,
455,04/20/19 06:01:05 AM,,0.78,,,,
456,04/20/19 07:00:00 AM,49.050,,,,,
457,04/20/19 08:00:00 AM,51.523,,,,,
458,04/20/19 09:00:00 AM,55.884,,,,,
459,04/20/19 10:00:00 AM,58.303,,,,,
460,04/20/19 11:00:00 AM,59.337,,,,,
