Block Type,96well,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,
Experiment File Name,Z:\S1P_data\eds_files\20201105_Scott_Creek_Omykiss_Chloe_P1.eds,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-11-05 14:44:58 PM PST,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments
F6,SCr-106,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.35157776,28.2074337,0.202363357,1668.160034,1840.385132,246.4928284,FALSE,0.1,TRUE,3,25,
F7,SCr-106-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.5902462,30.25090599,0.300542057,396.5093384,498.9394531,91.44526672,FALSE,0.1,TRUE,3,28,
F8,SCr-106-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.14417076,30.25090599,0.300542057,527.9442749,498.9394531,91.44526672,FALSE,0.1,TRUE,3,28,
F9,SCr-106-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.0182972,30.25090599,0.300542057,572.3646851,498.9394531,91.44526672,FALSE,0.1,TRUE,3,28,
F10,SCr-124-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,34.71013641,35.04439545,0.472710967,28.17837715,23.26302338,6.951358795,FALSE,0.1,TRUE,3,33,
F11,SCr-124-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,35.37865067,35.04439545,0.472710967,18.34767151,23.26302338,6.951358795,FALSE,0.1,TRUE,3,33,
F12,SCr-124-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.04439545,0.472710967,,,,FALSE,0.1,TRUE,3,39,
G1,,O.mykiss,STANDARD,FAM,NFQ-MGB,Undetermined,35.93505096,,5,,,FALSE,0.1,TRUE,3,39,
G2,,O.mykiss,STANDARD,FAM,NFQ-MGB,35.93505096,35.93505096,,5,,,FALSE,0.1,TRUE,3,33,
G3,,O.mykiss,STANDARD,FAM,NFQ-MGB,Undetermined,35.93505096,,5,,,FALSE,0.1,TRUE,3,39,
G4,SCr-113,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.69464111,28.5827961,0.102204815,1338.491577,1440.152344,93.40795135,FALSE,0.1,TRUE,3,26,
G5,SCr-113,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.5594902,28.5827961,0.102204815,1459.776123,1440.152344,93.40795135,FALSE,0.1,TRUE,3,25,
G6,SCr-113,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.49425697,28.5827961,0.102204815,1522.189453,1440.152344,93.40795135,FALSE,0.1,TRUE,3,26,
G7,SCr-113-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.86394119,30.80314636,0.498348802,332.6338196,357.9927673,116.1665039,FALSE,0.1,TRUE,3,28,
G8,SCr-113-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.27718735,30.80314636,0.498348802,484.7438965,357.9927673,116.1665039,FALSE,0.1,TRUE,3,27,
G9,SCr-113-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.26830673,30.80314636,0.498348802,256.6005249,357.9927673,116.1665039,FALSE,0.1,TRUE,3,29,
G10,SCr-125,O.mykiss,UNKNOWN,FAM,NFQ-MGB,35.42683792,36.15195084,0.64740324,17.78892517,11.86032963,5.211885929,FALSE,0.1,TRUE,3,32,
G11,SCr-125,O.mykiss,UNKNOWN,FAM,NFQ-MGB,36.67195129,36.15195084,0.64740324,8.000167847,11.86032963,5.211885929,FALSE,0.1,TRUE,3,34,
G12,SCr-125,O.mykiss,UNKNOWN,FAM,NFQ-MGB,36.35706711,36.15195084,0.64740324,9.79189682,11.86032963,5.211885929,FALSE,0.1,TRUE,3,33,
H1,,O.mykiss,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
H2,,O.mykiss,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
H3,,O.mykiss,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
H4,SCr-114,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.5316658,28.40892982,0.145780221,1486.078491,1612.622681,153.2779388,FALSE,0.1,TRUE,3,26,
H5,SCr-114,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.44733047,28.40892982,0.145780221,1568.731201,1612.622681,153.2779388,FALSE,0.1,TRUE,3,26,
H6,SCr-114,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.2477932,28.40892982,0.145780221,1783.058472,1612.622681,153.2779388,FALSE,0.1,TRUE,3,26,
H7,SCr-114-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.61458206,30.26713562,0.304409385,390.3644714,493.8981628,91.10424042,FALSE,0.1,TRUE,3,28,
H8,SCr-114-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.04730606,30.26713562,0.304409385,561.8070679,493.8981628,91.10424042,FALSE,0.1,TRUE,3,27,
H9,SCr-114-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.13951874,30.26713562,0.304409385,529.5228882,493.8981628,91.10424042,FALSE,0.1,TRUE,3,27,
H10,SCr-125-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.67775726,0.748163879,,,,FALSE,0.1,TRUE,3,39,
H11,SCr-125-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,36.14872742,36.67775726,0.748163879,11.19276428,8.434256554,3.901118755,FALSE,0.1,TRUE,3,33,
H12,SCr-125-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,37.20679092,36.67775726,0.748163879,5.675749302,8.434256554,3.901118755,FALSE,0.1,TRUE,3,35,
