Block Type,96well,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,
Experiment File Name,Z:\Scott_Creek\qpcr\chloe temp\20210301_Scott_Creek_Okitsuch_P3.eds,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-03-01 15:20:15 PM PDT,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments
D10,SCr-294-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,37.45650864,37.92866135,0.412293106,7.659828663,5.676130295,1.726519704,FALSE,0.1,TRUE,3,33,
D11,SCr-294-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.11191177,37.92866135,0.412293106,4.856257915,5.676130295,1.726519704,FALSE,0.1,TRUE,3,33,
D12,SCr-294-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.21755981,37.92866135,0.412293106,4.512304306,5.676130295,1.726519704,FALSE,0.1,TRUE,3,34,
E1,,O.kitsuch,STANDARD,FAM,NFQ-MGB,34.0915184,33.99686813,0.299461752,100,,,FALSE,0.1,TRUE,3,30,
E2,,O.kitsuch,STANDARD,FAM,NFQ-MGB,34.2375679,33.99686813,0.299461752,100,,,FALSE,0.1,TRUE,3,30,
E3,,O.kitsuch,STANDARD,FAM,NFQ-MGB,33.6615181,33.99686813,0.299461752,100,,,FALSE,0.1,TRUE,3,29,
E4,SCr-289,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,7,
E5,SCr-289,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
E6,SCr-289,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
E7,SCr-289-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.28596497,37.93393326,0.474858135,4.302704334,5.70867157,2.002094984,FALSE,0.1,TRUE,3,33,
E8,SCr-289-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.12198257,37.93393326,0.474858135,4.822370529,5.70867157,2.002094984,FALSE,0.1,TRUE,3,33,
E9,SCr-289-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,37.39384842,37.93393326,0.474858135,8.000940323,5.70867157,2.002094984,FALSE,0.1,TRUE,3,33,
E10,SCr-295,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,33,
E11,SCr-295,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
E12,SCr-295,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
F1,,O.kitsuch,STANDARD,FAM,NFQ-MGB,37.47333908,37.57795715,0.692551613,10,,,FALSE,0.1,TRUE,3,33,
F2,,O.kitsuch,STANDARD,FAM,NFQ-MGB,36.94366455,37.57795715,0.692551613,10,,,FALSE,0.1,TRUE,3,33,
F3,,O.kitsuch,STANDARD,FAM,NFQ-MGB,38.31686401,37.57795715,0.692551613,10,,,FALSE,0.1,TRUE,3,34,
F4,SCr-290,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,38,
F5,SCr-290,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,38,
F6,SCr-290,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
F7,SCr-290-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,35,
F8,SCr-290-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
F9,SCr-290-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,34,
F10,SCr-295-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,37.16768265,37.93445206,0.667148411,9.363497734,5.929561615,2.979823828,FALSE,0.1,TRUE,3,33,
F11,SCr-295-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.38212585,37.93445206,0.667148411,4.024417877,5.929561615,2.979823828,FALSE,0.1,TRUE,3,34,
F12,SCr-295-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.2535553,37.93445206,0.667148411,4.40076828,5.929561615,2.979823828,FALSE,0.1,TRUE,3,34,
G1,,O.kitsuch,STANDARD,FAM,NFQ-MGB,37.78746414,37.2999382,0.440000981,5,,,FALSE,0.1,TRUE,3,33,
